@id,@type,notation,prefLabel,definition,inScheme,topConceptOf,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/10,http://www.w3.org/2004/02/skos/core#Concept,10,Tijdelijke afwezigheid,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/11,http://www.w3.org/2004/02/skos/core#Concept,11,Therapie en/of medische hulpverlening,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/12,http://www.w3.org/2004/02/skos/core#Concept,12,Hechtenis,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/13,http://www.w3.org/2004/02/skos/core#Concept,13,Geplaatst in instelling (minderjarige),,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/14,http://www.w3.org/2004/02/skos/core#Concept,14,Buitenlandse opdracht - Defensie,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/15,http://www.w3.org/2004/02/skos/core#Concept,15,Buitenlandse opdracht - Politie,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/16,http://www.w3.org/2004/02/skos/core#Concept,16,Dienstplicht,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/17,http://www.w3.org/2004/02/skos/core#Concept,17,Buitenlandse opdracht - Ambtenaar,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/18,http://www.w3.org/2004/02/skos/core#Concept,18,Buitenlandse opdracht - Coöperatie,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/19,http://www.w3.org/2004/02/skos/core#Concept,19,Landurige verdwijning,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/20,http://www.w3.org/2004/02/skos/core#Concept,20,Beroepsopdracht,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/concept/IT026/RedenAfwezigheid/v1/21,http://www.w3.org/2004/02/skos/core#Concept,21,Studieredenen,,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,,,
https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid/v1,http://www.w3.org/2004/02/skos/core#ConceptScheme,RedenAfwezigheid,Reden tijdelijke afwezigheid (v1),Codelijst van de redenen om tijdelijk afwezig te zijn in Informatie Type 026 'Tijdelijke Afwezigheid'.,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid,https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid,,,
https://data.vlaanderen.be/id/conceptscheme/IT026/RedenAfwezigheid,http://www.w3.org/2004/02/skos/core#ConceptScheme,RedenAfwezigheid,Reden tijdelijke afwezigheid,Codelijst van de redenen om tijdelijk afwezig te zijn in Informatie Type 026 'Tijdelijke Afwezigheid'.,https://data.vlaanderen.be/id/conceptscheme/IT026,https://data.vlaanderen.be/id/conceptscheme/IT026,,,
https://data.vlaanderen.be/id/conceptscheme/IT026,http://www.w3.org/2004/02/skos/core#ConceptScheme,IT026,Codelijst IT026,Codelijst van Informatie Type 026 'Tijdelijke Afwezigheid'.,,,,,
