@id,@type,notation,prefLabel,definition,inScheme,topConceptOf,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/01,http://www.w3.org/2004/02/skos/core#Concept,01,Alleenstaande,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/02,http://www.w3.org/2004/02/skos/core#Concept,02,Echtgenoot/Echtgenote,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/03,http://www.w3.org/2004/02/skos/core#Concept,03,Zoon/Dochter,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/04,http://www.w3.org/2004/02/skos/core#Concept,04,Schoonzoon/Schoondochter,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/05,http://www.w3.org/2004/02/skos/core#Concept,05,Kleinzoon/Kleinkind,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/06,http://www.w3.org/2004/02/skos/core#Concept,06,Vader/Moeder,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/07,http://www.w3.org/2004/02/skos/core#Concept,07,Schoonvader/Schoonmoeder,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/08,http://www.w3.org/2004/02/skos/core#Concept,08,Grootvader/Grootmoeder,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/09,http://www.w3.org/2004/02/skos/core#Concept,09,Broer/Zuster,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/10,http://www.w3.org/2004/02/skos/core#Concept,10,Schoonbroer/Schoonzuster,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/11,http://www.w3.org/2004/02/skos/core#Concept,11,Verwant/Verwante,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/12,http://www.w3.org/2004/02/skos/core#Concept,12,Niet verwant,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/13,http://www.w3.org/2004/02/skos/core#Concept,13,Stiefzoon/Stiefdochter,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/14,http://www.w3.org/2004/02/skos/core#Concept,14,Achterkleinzoon/Achterkleindochter,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/15,http://www.w3.org/2004/02/skos/core#Concept,15,Oom/Tante,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/16,http://www.w3.org/2004/02/skos/core#Concept,16,Neef/Nicht (3de graad),,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/17,http://www.w3.org/2004/02/skos/core#Concept,17,Neef/Nicht (4de graad),,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/20,http://www.w3.org/2004/02/skos/core#Concept,20,Gemeenschappen/Tehuizen,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/21,http://www.w3.org/2004/02/skos/core#Concept,21,Partner,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
https://data.vlaanderen.be/id/concept/IT141/Gezinsrelatietype/v1/22,http://www.w3.org/2004/02/skos/core#Concept,22,Wettelijk samenwonende,,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,https://data.vlaanderen.be/id/conceptscheme/IT141/Gezinsrelatietype/v1,,,
