@id,@type,notation,prefLabel,definition,inScheme,topConceptOf,note,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/00,http://www.w3.org/2004/02/skos/core#Concept,00,Wettig kind (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/01,http://www.w3.org/2004/02/skos/core#Concept,01,Gewettigd kind (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/02,http://www.w3.org/2004/02/skos/core#Concept,02,Niet erkend natuurlijk kind (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/03,http://www.w3.org/2004/02/skos/core#Concept,03,Erkend natuurlijk kind (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/04,http://www.w3.org/2004/02/skos/core#Concept,04,Geadopteerd kind (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/05,http://www.w3.org/2004/02/skos/core#Concept,05,Gewettigd kind ingevolgde adoptie (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/06,http://www.w3.org/2004/02/skos/core#Concept,06,Vondeling (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/07,http://www.w3.org/2004/02/skos/core#Concept,07,Natuurlijk kind ingevolge ontkenning (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/08,http://www.w3.org/2004/02/skos/core#Concept,08,Onbekende afstamming (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/09,http://www.w3.org/2004/02/skos/core#Concept,09,Onbepaalde afstamming (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/10,http://www.w3.org/2004/02/skos/core#Concept,10,Kind geboren uit het huwelijk (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/11,http://www.w3.org/2004/02/skos/core#Concept,11,Afstamming van moederszijde met erkenning door de vader bij de geboorte (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/12,http://www.w3.org/2004/02/skos/core#Concept,12,Afstamming van moederszijde met vermelding in de akte van geboorte  (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/13,http://www.w3.org/2004/02/skos/core#Concept,13,Afstamming van moederszijde door erkenning (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/14,http://www.w3.org/2004/02/skos/core#Concept,14,Adoptie (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/15,http://www.w3.org/2004/02/skos/core#Concept,15,Volle adoptie (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/16,http://www.w3.org/2004/02/skos/core#Concept,16,Vondeling (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/17,http://www.w3.org/2004/02/skos/core#Concept,17,Afstamming van moederszijde ingevolge de nietigverklaring van de afstamming van vaderszijde (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/18,http://www.w3.org/2004/02/skos/core#Concept,18,Onbekende afstamming (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/19,http://www.w3.org/2004/02/skos/core#Concept,19,Onbepaalde afstamming (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/20,http://www.w3.org/2004/02/skos/core#Concept,20,Afstamming van vaderszijde door erkenning (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/21,http://www.w3.org/2004/02/skos/core#Concept,21,Afstamming van moeders- en/of vaderszijde door vonnis (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/22,http://www.w3.org/2004/02/skos/core#Concept,22,Afstamming van vaderszijde door nietigverklaring van de afstamming van moederszijde (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/23,http://www.w3.org/2004/02/skos/core#Concept,23,Nietigverklaring van de afstamming van moeders- en/of vaderszijde (dalende lijn),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
