@id,@type,notation,prefLabel,definition,inScheme,topConceptOf,note,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/10,http://www.w3.org/2004/02/skos/core#Concept,10,Kind geboren uit het huwelijk,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/11,http://www.w3.org/2004/02/skos/core#Concept,11,Afstamming van moederszijde met erkenning door de vader bij de geboorte,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/12,http://www.w3.org/2004/02/skos/core#Concept,12,Afstamming van moederszijde (vermelding in de akte van geboorte),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/13,http://www.w3.org/2004/02/skos/core#Concept,13,Afstamming van moederszijde door erkenning,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/14,http://www.w3.org/2004/02/skos/core#Concept,14,Adoptie,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/15,http://www.w3.org/2004/02/skos/core#Concept,15,Volle adoptie,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/16,http://www.w3.org/2004/02/skos/core#Concept,16,Vondeling,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/17,http://www.w3.org/2004/02/skos/core#Concept,17,Afstamming van moederszijde ingevolge de nietigverklaring van de afstamming van vaderszijde,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/18,http://www.w3.org/2004/02/skos/core#Concept,18,Onbekende afstamming,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/19,http://www.w3.org/2004/02/skos/core#Concept,19,Onbepaalde afstamming,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/20,http://www.w3.org/2004/02/skos/core#Concept,20,Afstamming van vaderszijde door erkenning,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/21,http://www.w3.org/2004/02/skos/core#Concept,21,Afstamming van moeders- en/of vaderszijde door vonnis,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/22,http://www.w3.org/2004/02/skos/core#Concept,22,Afstamming van vaderszijde door nietigverklaring van de afstamming van moederszijde,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/23,http://www.w3.org/2004/02/skos/core#Concept,23,Nietigverklaring van de afstamming van moeders- en/of vaderszijde,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/24,http://www.w3.org/2004/02/skos/core#Concept,24,Herroeping adoptie,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/25,http://www.w3.org/2004/02/skos/core#Concept,25,Kind geboren uit het huwelijk van twee vrouwen,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/26,http://www.w3.org/2004/02/skos/core#Concept,26,Afstamming van moederszijde met erkenning van de meemoeder bij de geboort,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/27,http://www.w3.org/2004/02/skos/core#Concept,27,Afstamming van meemoederszijde door erkenning,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/28,http://www.w3.org/2004/02/skos/core#Concept,28,Afstamming van meemoederszijde en/of moederszijde door vonnis,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/29,http://www.w3.org/2004/02/skos/core#Concept,29,Afstamming van moederszijde door nietigverklaring van de afstamming van meemoederszijde,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/30,http://www.w3.org/2004/02/skos/core#Concept,30,Afstamming van vaderszijde door nietigverklaring van de afstamming van meemoederszijde,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 1 januari 2015,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/31,http://www.w3.org/2004/02/skos/core#Concept,31,Herziening adoptie,,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/40,http://www.w3.org/2004/02/skos/core#Concept,40,Afstamming op verklaring (Oekraïne),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming gelegen vóór 6 juni 1987.,,,
https://data.vlaanderen.be/id/concept/IT114/Afstammingstype/v1/41,http://www.w3.org/2004/02/skos/core#Concept,41,Afstamming op verklaring (Oekraïne),,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,Wijzen van afstamming vanaf 6 juni 1987.,,,
https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype/v1,http://www.w3.org/2004/02/skos/core#ConceptScheme,Afstammingstype,Afstammingstype (v1),Codelijst van de afstamming types in Informatie Type 114 'Afstamming dalende lijn'.,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype,https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype,,,,
https://data.vlaanderen.be/id/conceptscheme/IT114/Afstammingstype,http://www.w3.org/2004/02/skos/core#ConceptScheme,Afstammingstype,Afstammingstype,Codelijst van de afstamming types in Informatie Type 114 'Afstamming dalende lijn'.,https://data.vlaanderen.be/id/conceptscheme/IT114,https://data.vlaanderen.be/id/conceptscheme/IT114,,,,
https://data.vlaanderen.be/id/conceptscheme/IT114,http://www.w3.org/2004/02/skos/core#ConceptScheme,IT114,Codelijst IT114,Codelijst van Informatie Type 114 'Afstamming dalende lijn'.,https://data.vlaanderen.be/id/conceptscheme/IT110-IT114,https://data.vlaanderen.be/id/conceptscheme/IT110-IT114,,,,
